Locus_tag	caec-3-291	caec-3-292	caec-3-293	caec-3-294	caec-3-295	caec-4-291	caec-4-292	caec-4-294	caec-6-141	caec-8-141	caec-8-142	caec-8-143	Bw1	Bw2	Bw3	Class_curated	Subsystem Name	Product PATRIC											
WCP94_002058	2427	665	152	591	578	1725	693	532	301	163	3051	514	31899	68419	54909	#N/A	#N/A	Uncharacterized protein CAC2259											
WCP94_002059	660	435	55	366	376	198	118	340	95	56	403	56	4741	9741	7925	#N/A	#N/A	hypothetical protein											
WCP94_002060	1207	917	106	946	1126	330	294	803	184	119	653	173	2038	4667	3540	DNA Processing	DNA Repair Base Excision	Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23)											
WCP94_002061	8578	3456	613	2396	2940	1265	763	1917	802	472	1602	402	1523	3531	2833	Amino Acids and Derivatives	Branched-Chain Amino Acid Biosynthesis	3-isopropylmalate dehydrogenase (EC 1.1.1.85)											
WCP94_002062	378	496	87	536	521	86	114	339	73	50	202	93	525	904	718	#N/A	#N/A	"Metal transporter, ZIP family"											
WCP94_002063	1700	1636	274	1558	1514	564	303	1034	278	139	740	207	1671	2517	2508	#N/A	#N/A	Integration host factor alpha subunit											
WCP94_002064	1	4	0	24	0	4	0	29	9	0	14	0	0	5	1	#N/A	#N/A	#N/A											
WCP94_002065	29	52	10	115	77	16	5	81	2	0	41	9	36	45	36	#N/A	#N/A	hypothetical protein											
WCP94_002066	5827	5824	838	5124	5859	1919	1219	2890	1154	803	3741	861	2260	4776	4134	#N/A	#N/A	Coenzyme A ligase											
WCP94_002067	1194	1442	245	2283	2022	325	287	1931	259	188	642	221	2194	4073	3597	#N/A	#N/A	Chloride channel protein											
WCP94_002068	214	164	31	215	254	46	37	397	28	28	113	24	25	67	26	#N/A	#N/A	#N/A											
WCP94_002069	3022	2380	232	2579	3710	956	659	4125	541	422	2037	513	2663	5633	4478	#N/A	#N/A	hypothetical protein											
WCP94_002070	11822	5912	961	5152	4857	1625	1217	5024	1396	686	2622	1052	3076	5876	4999	#N/A	#N/A	"Branched-chain amino acid ABC transporter, substrate-binding protein LivJ (TC 3.A.1.4.1)"											
WCP94_002071	2077	2111	315	2692	2305	440	384	2125	478	270	746	310	322	758	637	#N/A	#N/A	"Branched-chain amino acid ABC transporter, permease protein LivH (TC 3.A.1.4.1)"											
WCP94_002072	1392	2012	318	2579	2357	334	328	2182	395	288	655	273	388	724	676	#N/A	#N/A	"Branched-chain amino acid ABC transporter, permease protein LivM (TC 3.A.1.4.1)"											
WCP94_002073	1511	1860	292	2539	2397	278	311	1561	350	224	689	256	332	702	561	#N/A	#N/A	"Branched-chain amino acid ABC transporter, ATP- binding protein LivG (TC 3.A.1.4.1)"											
WCP94_002074	1947	2278	349	2908	2741	535	528	1209	501	265	1037	516	39578	58062	54680	#N/A	#N/A	"Branched-chain amino acid ABC transporter, ATP- binding protein LivF (TC 3.A.1.4.1)"											
WCP94_002075	2894	2211	553	3668	3671	580	485	2197	656	296	1027	428	5921	11492	9986	"Protein Fate (folding, modification, targeting, degradation)"	Proteasome bacterial	ATP-dependent hsl protease ATP-binding subunit HslU											
WCP94_002076	1252	1390	188	1819	1751	238	239	869	260	154	427	153	727	1593	1401	Amino Acids and Derivatives	Proline biosynthesis (for review)	N-acetylglutamate kinase (EC 2.7.2.8)											
WCP94_002077	625	628	119	1101	1118	182	103	645	141	75	250	86	460	980	810	#N/A	#N/A	hypothetical protein											
WCP94_002078	2954	2341	354	2895	2661	700	506	1415	432	248	1160	417	3609	5525	5237	Amino Acids and Derivatives	Amino acid racemase	Aspartate racemase (EC 5.1.1.13)											
WCP94_002079	2289	2231	310	2863	2978	580	707	1673	377	302	1347	476	869	1699	1507	#N/A	#N/A	UDP-N-acetyl-D-glucosamine 6-dehydrogenase (EC 1.1.1.136)											
WCP94_002080	76	63	10	109	57	18	24	73	10	9	52	14	12	21	24	#N/A	#N/A	#N/A											
WCP94_002081	1643	1011	153	1487	1197	568	340	1029	206	151	887	219	316	606	477	"Cell Envelope, Capsule and Slime layer"	dTDP-rhamnose synthesis -- gjo	"dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)"											
WCP94_002082	40	25	6	74	55	9	9	82	8	11	26	5	15	23	27	#N/A	#N/A	#N/A											
WCP94_002083	1271	920	207	1349	1136	301	253	1069	150	149	670	211	802	1533	1323	#N/A	#N/A	Glycosyltransferase											
WCP94_002084	1210	784	113	1040	779	319	279	880	155	155	623	179	645	1276	1137	"Cell Envelope, Capsule and Slime layer"	dTDP-rhamnose synthesis -- gjo	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)											
WCP94_002085	720	343	41	377	356	198	155	455	58	40	435	82	116	312	294	#N/A	#N/A	Iron-sulfur cluster-binding protein											
WCP94_002086	3700	1756	215	1795	1601	1023	729	1650	315	251	2074	547	2743	5192	4276	#N/A	#N/A	"Oxidoreductase, molybdopterin-binding"											
WCP94_002087	12	13	5	23	22	3	3	11	0	0	16	8	8	9	14	#N/A	#N/A	#N/A											
WCP94_002088	340	240	70	539	340	112	104	270	71	37	212	53	560	939	840	#N/A	#N/A	hypothetical protein											
WCP94_002089	1429	1378	453	3721	3119	322	341	1558	293	350	806	246	380	775	676	RNA Processing	RNA pseudouridine synthases	tRNA pseudouridine(38-40) synthase (EC 5.4.99.12)											
WCP94_002090	7151	5133	1052	6273	6093	1847	1400	2582	1183	877	3367	1003	1708	4381	3475	#N/A	#N/A	Redox-sensing transcriptional repressor Rex											
WCP94_002091	24004	13411	2504	9988	11534	5833	3390	4252	3632	1877	7650	2104	5369	14148	11343	Respiration	F0F1-type ATP synthase	ATP synthase F0 sector subunit c (EC 3.6.3.14)											
WCP94_002092	4093	3816	812	5296	3364	873	594	3145	878	627	2041	694	3687	7982	6736	Respiration	F0F1-type ATP synthase	ATP synthase F0 sector subunit a (EC 3.6.3.14)											
WCP94_002093	586	887	140	1319	682	175	158	746	161	93	403	115	2924	4999	4870	Respiration	F0F1-type ATP synthase	ATP synthase protein I											
WCP94_002094	193	169	35	332	342	50	46	171	30	29	110	19	40	67	67	Respiration	F0F1-type ATP synthase	ATP synthase protein I											
WCP94_002095	2009	1250	210	1954	1989	468	347	1574	224	118	880	153	288	663	562	"Cell Envelope, Capsule and Slime layer"	KDO2-Lipid A biosynthesis	Lipid-A-disaccharide synthase (EC 2.4.1.182)											
WCP94_002096	743	575	89	1243	1190	206	174	1296	96	87	410	152	206	393	326	#N/A	#N/A	putative membrane protein											
WCP94_002097	2230	1230	227	2498	2181	781	498	3551	243	213	1436	347	2077	3824	3417	"Cell Envelope, Capsule and Slime layer"	dTDP-rhamnose synthesis -- gjo	dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)											
WCP94_002098	392	327	45	622	483	107	108	752	57	39	268	66	488	921	774	"Cofactors, Vitamins, Prosthetic Groups"	Metal chelatases	Sirohydrochlorin cobaltochelatase CbiK (EC 4.99.1.3) @ Sirohydrochlorin ferrochelatase activity of CbiK (EC 4.99.1.4)											
WCP94_002099	25	24	4	72	34	10	10	52	6	6	6	1	8	8	11	#N/A	#N/A	#N/A											
WCP94_002100	12264	9346	1880	12534	11291	3095	1837	12382	1867	1012	7343	1576	5983	13268	10889	#N/A	#N/A	"putative oxidoreductase, nitronate monooxygenasefamily"											
WCP94_002101	1928	1745	420	4586	3029	676	670	2102	361	416	1618	543	8550	14445	13802	#N/A	#N/A	FIG00604212: hypothetical protein											
WCP94_002102	5	12	0	27	15	0	3	12	0	4	11	0	1	2	10	#N/A	#N/A	#N/A											
WCP94_002103	1147	1220	209	2873	2598	272	304	1275	237	144	675	262	2176	3896	3407	#N/A	#N/A	3'-5' exonuclease											
WCP94_002104	1672	1554	285	3331	2580	394	486	1661	292	274	900	400	2662	4714	4104	RNA Processing	5-methylaminomethyl-2-thiouridine	tRNA-5-carboxymethylaminomethyl-2- thiouridine(34) synthesis protein MnmE											
WCP94_002105	170	194	66	848	470	38	40	458	53	53	130	80	126	186	185	#N/A	#N/A	#N/A											
WCP94_002106	6701	9236	1617	16588	15978	1919	1946	6979	2058	1416	4703	1841	2475	5987	4917	#N/A	#N/A	RNA-binding protein Jag											
WCP94_002107	6647	7925	2375	18672	15026	1733	1762	13571	1674	1622	4120	1591	2590	6086	4490	#N/A	#N/A	"Inner membrane protein translocase and chaperoneYidC, long form"											
WCP94_002108	4016	4637	1180	8922	8573	818	994	6031	834	896	2455	797	4730	8097	7410	#N/A	#N/A	Ribonuclease P protein component (EC 3.1.26.5)											
WCP94_002109	2226	3586	521	3527	2634	487	394	2233	565	466	1197	291	2191	3364	3596	Protein Synthesis	"Ribosome LSU, bacterial"	LSU ribosomal protein L34p											
WCP94_002110	350	325	35	219	308	104	53	486	33	32	126	20	3291	6762	5779	#N/A	#N/A	#N/A											
WCP94_002111	4612	7819	453	893	2246	2465	1031	6330	436	315	14222	812	21548	39254	38328	"Stress Response, Defense and Virulence"	ZraPRS-based zinc resistance	Zinc resistance-associated protein ZraP											
WCP94_002112	828	598	51	314	452	261	124	357	74	88	1121	123	6906	10305	9853	#N/A	#N/A	hypothetical protein											
WCP94_002113	30	15	1	12	22	16	1	23	5	2	17	2	223	369	358	#N/A	#N/A	#N/A											
WCP94_002114	1034	953	115	615	782	236	190	584	147	76	665	164	1232	2497	2050	"Stress Response, Defense and Virulence"	ZraPRS-based zinc resistance	Sensor protein of zinc sigma-54-dependent two- component system											
WCP94_002115	4	13	2	6	1	0	2	4	1	0	4	0	6	6	6	#N/A	#N/A	#N/A											
WCP94_002116	1220	765	88	534	647	372	332	613	153	82	775	127	12640	27234	20948	"Stress Response, Defense and Virulence"	ZraPRS-based zinc resistance	Response regulator of zinc sigma-54-dependent two-component system											
WCP94_002117	832	342	51	432	507	430	204	542	146	48	1847	576	30281	58316	50471	#N/A	#N/A	hypothetical protein											
WCP94_002118	13	13	0	17	13	8	4	8	4	2	15	14	116	177	183	#N/A	#N/A	#N/A											
WCP94_002119	1862	1489	197	1385	1402	890	726	2058	209	364	1492	508	1292	2799	2355	#N/A	#N/A	Potassium efflux system KefA protein / Small- conductance mechanosensitive channel											
WCP94_002120	542	455	65	348	498	352	247	561	111	92	409	135	259	614	495	#N/A	#N/A	"6-phosphogluconolactonase (EC 3.1.1.31), eukaryotic type"											
WCP94_002121	6104	5857	629	4810	11445	3587	3405	4942	1240	2566	12778	3941	4525	9927	9038	#N/A	#N/A	#N/A											
WCP94_002122	10546	4991	1033	4953	7241	2831	2053	4554	1384	897	4692	1392	4851	9520	8441	#N/A	#N/A	putative lipoprotein											
WCP94_002123	1050	767	249	2441	1848	265	304	1169	199	172	720	297	873	2139	1721	RNA Processing	"RNA processing and degradation, bacterial"	"3'-to-5' oligoribonuclease A, Bacillus type"											
WCP94_002124	204	155	48	566	354	64	69	335	43	42	158	48	520	1154	969	#N/A	#N/A	YlxP-like protein											
WCP94_002125	25619	34334	7927	64615	61030	6714	8112	26956	8083	5785	15584	7684	8183	18620	14797	Protein Synthesis	"Translation initiation factors, bacterial"	Translation initiation factor 2											
WCP94_002126	340	574	170	1214	886	81	115	660	116	73	171	90	57	103	92	#N/A	#N/A	#N/A											
WCP94_002127	8253	11515	3407	23942	24740	1758	2729	14236	2339	1657	4192	1906	2897	6142	5124	#N/A	#N/A	Transcription termination protein NusA											
WCP94_002128	2621	3711	1392	9306	9276	499	778	6926	594	756	1680	372	1428	2184	2067	#N/A	#N/A	Bacterial ribosome SSU maturation protein RimP											
WCP94_002129	5473	2914	433	1302	2474	1454	970	1601	475	265	2411	519	5464	11726	10270	#N/A	#N/A	Intracellular protease											
WCP94_002130	35287	16134	1802	11443	12624	10299	6100	10707	3569	2040	19820	3312	9056	22032	17030	Protein Synthesis	"Translation elongation factors, bacterial"	Elongation factor G-like protein TM 1651											
WCP94_002131	13	12	5	28	19	6	3	22	0	0	4	0	10	19	32	#N/A	#N/A	#N/A											
WCP94_002132	3747	2961	353	3347	3988	772	629	4156	383	262	1356	443	1555	2657	2510	#N/A	#N/A	SSU rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase (EC 2.1.1.182)											
WCP94_002133	8942	4644	619	3973	5670	2345	1815	3719	789	596	3952	1010	7453	13497	12196	#N/A	#N/A	#N/A											
WCP94_002134	2018	1448	149	1168	1487	477	429	925	187	137	859	219	466	989	752	#N/A	#N/A	FIG00603599: hypothetical protein											
WCP94_002135	8636	8827	1633	13335	10510	2155	1845	7373	2031	1326	3514	1733	8754	11757	12616	"Cell Cycle, Cell Division and Death"	Macromolecular synthesis operon	SSU ribosomal protein S21p											
WCP94_002136	5172	5988	1449	13311	13861	1088	1377	8698	1288	1157	2377	1132	2419	4097	3736	"Cell Cycle, Cell Division and Death"	Macromolecular synthesis operon	Transamidase GatB domain protein											
WCP94_002137	6730	9574	2191	21850	21826	1746	2769	11914	2329	1901	4253	2399	3040	5328	4673	DNA Processing	"DNA repair, bacterial MutHLS system"	Recombination inhibitory protein MutS2											
WCP94_002138	4204	4629	1039	9574	8261	1243	1234	4038	1298	1012	2406	1157	10809	20546	18082	"Cell Cycle, Cell Division and Death"	Macromolecular synthesis operon	DNA primase DnaG											
WCP94_002139	10030	8112	1690	15710	13540	2921	2798	4277	2500	2239	5346	2786	10928	22780	20735	"Cell Cycle, Cell Division and Death"	Macromolecular synthesis operon	RNA polymerase sigma factor RpoD											
WCP94_002140	0	3	0	9	1	1	0	3	0	1	1	0	0	1	0	#N/A	#N/A	#N/A											
WCP94_002141	1195	873	163	1396	1103	364	188	586	167	171	889	104	1086	1563	1784	#N/A	#N/A	#N/A											
WCP94_002142	28	22	4	51	28	7	3	43	0	11	19	2	27	54	70	#N/A	#N/A	hypothetical protein											
WCP94_002143	2783	2118	325	2236	2144	781	696	1256	466	336	1649	446	2678	4974	4327	"Stress Response, Defense and Virulence"	Antibiotic targets in protein synthesis	Translation elongation factor G											
WCP94_002144	772	551	77	624	581	215	160	327	125	98	442	112	367	803	680	#N/A	#N/A	hypothetical protein											
WCP94_002145	1321	1407	314	1603	1739	455	429	970	303	272	1093	316	1959	4316	3416	#N/A	#N/A	hypothetical protein											
WCP94_002146	153	208	56	308	290	17	28	168	47	38	91	41	148	247	233	#N/A	#N/A	hypothetical protein											
WCP94_002147	134	181	38	273	273	24	28	165	34	48	86	19	227	379	324	#N/A	#N/A	hypothetical protein											
WCP94_002148	853	1389	143	1439	1385	211	229	853	179	121	424	210	911	1594	1383	#N/A	#N/A	SAM-dependent methyltransferase											
WCP94_002149	442	562	71	624	611	125	91	532	58	74	215	68	212	372	344	#N/A	#N/A	Nickel responsive regulator NikR											
WCP94_002150	807	1066	140	1240	1388	226	155	1017	209	95	374	87	511	1047	861	#N/A	#N/A	GTP cyclohydrolase I (EC 3.5.4.16) type 2											
WCP94_002151	2480	1227	268	1173	1194	596	302	903	363	218	884	287	4519	9450	8071	Energy and Precursor Metabolites Generation	"Pyruvate metabolism I: anaplerotic reactions, PEP"	Pyruvate kinase (EC 2.7.1.40)											
WCP94_002152	11	6	4	22	29	2	4	28	2	0	8	3	7	8	31	#N/A	#N/A	#N/A											
WCP94_002153	1573	1624	201	1762	1995	271	246	995	258	154	509	198	1136	2187	1865	Carbohydrates	Ethanolamine utilization	Ethanolamine utilization protein EutJ											
WCP94_002154	12	12	0	19	15	0	3	24	5	1	8	2	5	6	1	#N/A	#N/A	#N/A											
WCP94_002155	2556	1911	378	2945	3096	679	463	2422	346	285	1227	349	669	1291	1079	#N/A	#N/A	Lipopolysaccharide core heptosyltransferase III											
WCP94_002156	2926	1538	279	1902	1748	461	319	2286	276	195	1121	215	1011	1941	1657	Carbohydrates	Methylenetetrahydrofolate reductase	"5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)"											
WCP94_002157	1	3	2	5	4	0	1	7	2	0	3	0	1	8	6	#N/A	#N/A	#N/A											
WCP94_002158	3232	1971	346	3221	2907	965	865	2962	463	374	1831	638	2545	4347	3885	#N/A	#N/A	hypothetical protein											
WCP94_002159	1703	1132	176	1880	1633	541	526	1896	150	216	1076	347	872	1364	1288	#N/A	#N/A	"6-phosphofructo-2- kinase (EC 2.7.1.105) / Fructose-2,6-bisphosphatase (EC 3.1.3.46)"											
WCP94_002160	402	358	71	507	563	125	122	876	65	68	245	73	229	361	340	Regulation and Cell signaling	Cyclic Di-GMP Turnover Proteins	Diguanylate cyclase											
WCP94_002161	434	484	68	992	894	77	85	907	103	89	143	99	563	1098	895	#N/A	#N/A	Acetyltransferase											
WCP94_002162	730	593	120	1399	1215	137	155	1222	155	153	302	111	405	699	692	#N/A	#N/A	hypothetical protein											
WCP94_002163	9674	6800	1223	8858	8877	2479	1838	4398	1758	1061	4128	1252	2504	5664	4246	Protein Synthesis	"tRNA aminoacylation, Ala"	Alanyl-tRNA synthetase (EC 6.1.1.7)											
WCP94_002164	5656	4018	786	5234	5006	1227	856	2730	1048	662	2545	857	2098	4541	3610	DNA Processing	"DNA repair, bacterial RecFOR pathway"	RecA protein											
WCP94_002165	4671	3432	690	3269	3209	1431	890	3257	832	560	2398	682	3205	6906	5504	#N/A	#N/A	hypothetical protein											
WCP94_002166	2	5	0	0	0	1	4	0	0	1	11	11	4	3	3	#N/A	#N/A	#N/A											
WCP94_002167	60544	19388	2090	4970	9834	16508	14839	4352	8801	6779	32797	12298	881	1794	1476	#N/A	#N/A	Methylmalonate-semialdehyde dehydrogenase (EC 1.2.1.27)											
WCP94_002168	970	480	39	578	544	301	206	652	69	72	735	142	2603	5425	4467	#N/A	#N/A	"Transcriptional regulator, AraC family"											
WCP94_002169	910	1154	93	1063	1043	160	166	557	242	157	457	180	1425	2518	2431	#N/A	#N/A	Methionine transporter MetT											
WCP94_002170	116	173	22	251	255	36	48	161	24	24	113	54	155	321	315	#N/A	#N/A	Predicted endonuclease containing a URI domain											
WCP94_002171	436	386	57	553	513	250	164	425	115	92	396	117	519	862	813	#N/A	#N/A	hypothetical protein											
WCP94_002172	53	25	6	29	26	31	25	64	5	5	68	19	66	91	100	#N/A	#N/A	#N/A											
WCP94_002173	370	199	21	116	83	165	48	264	37	27	237	57	245	401	445	#N/A	#N/A	#N/A											
WCP94_002174	377	113	17	106	72	80	32	250	24	18	66	22	201	261	286	#N/A	#N/A	hypothetical protein											
WCP94_002175	5664	5849	1243	10149	9244	1116	1219	7430	1331	1037	2680	995	3730	6723	5891	Protein Synthesis	"tRNA aminoacylation, His"	Histidyl-tRNA synthetase (EC 6.1.1.21)											
WCP94_002176	11900	12725	2300	16434	16460	2476	2397	9594	3066	1884	4985	1751	3892	7703	6309	Protein Synthesis	"tRNA aminoacylation, Asp"	Aspartyl-tRNA synthetase (EC 6.1.1.12)											
WCP94_002177	122	224	51	451	269	39	34	192	39	40	133	30	153	330	286	#N/A	#N/A	hypothetical protein											
WCP94_002178	193	154	8	141	122	44	20	79	31	15	94	7	225	418	314	#N/A	#N/A	hypothetical protein											
WCP94_002179	2117	1823	258	1904	1747	570	453	1110	395	266	1008	282	2101	4420	3698	#N/A	#N/A	"RND efflux system, membrane fusion protein"											
WCP94_002180	4334	3647	492	3541	3592	1040	898	2017	782	500	1805	748	1312	2554	2313	#N/A	#N/A	"RND efflux system, inner membrane transporter"											
WCP94_002181	33	20	8	19	17	2	8	10	1	2	14	5	8	28	20	#N/A	#N/A	hypothetical protein											
WCP94_002182	2494	2199	251	1753	2027	543	496	842	365	239	862	368	1247	2672	2234	#N/A	#N/A	"Efflux transport system, outer membrane factor (OMF) lipoprotein"											
WCP94_002183	756	885	177	1263	1090	125	108	469	182	151	257	144	358	535	601	#N/A	#N/A	hypothetical protein											
WCP94_002184	951	1347	287	2293	2214	148	213	732	355	225	419	271	492	882	775	#N/A	#N/A	hypothetical protein											
WCP94_002185	3796	3960	839	5907	5493	770	761	1509	1034	684	1548	566	1661	3277	2572	Nucleosides and Nucleotides	DeNovo Purine Biosynthesis	Adenylosuccinate lyase (EC 4.3.2.2) @ SAICAR lyase (EC 4.3.2.2)											
WCP94_002186	1551	1292	260	1514	1119	334	321	428	339	194	611	214	237	613	430	Nucleosides and Nucleotides	De Novo Pyrimidine Synthesis	Orotate phosphoribosyltransferase (EC 2.4.2.10)											
WCP94_002187	69	101	22	146	159	30	20	121	18	29	71	23	126	214	132	#N/A	#N/A	#N/A											
WCP94_002188	937	985	155	986	1431	203	250	556	227	161	362	200	471	895	803	#N/A	#N/A	sigma-54 dependent DNA-binding response regulator											
WCP94_002189	1389	1595	309	2129	2303	346	366	850	406	254	689	270	1191	2697	2032	#N/A	#N/A	sensor histidine kinase/response regulator( EC:2.7.3.- )											
WCP94_002190	2	1	0	8	0	0	0	7	0	0	1	0	3	10	10	#N/A	#N/A	#N/A											
WCP94_002191	1894	2436	387	827	1212	1200	876	915	154	218	3992	449	321	418	517	#N/A	#N/A	"Cytochrome c nitrite reductase, small subunit NrfH"											
WCP94_002192	12854	11297	2745	5314	7401	9037	5256	5871	823	1622	27084	2048	2166	3053	3107	#N/A	#N/A	Cytochrome c552 precursor (EC 1.7.2.2)											
WCP94_002193	548	873	183	1074	1032	87	143	265	157	109	289	89	937	1675	1467	#N/A	#N/A	hypothetical protein											
WCP94_002194	3528	2086	305	2399	2584	770	461	1712	412	186	1326	307	3176	6029	5319	#N/A	#N/A	Uncharacterized ferredoxin oxidoreductase MJ0100											
WCP94_002195	3774	1463	304	2072	1963	1260	672	2142	387	294	3348	481	29500	56755	51856	#N/A	#N/A	hypothetical protein											
WCP94_002196	1197	910	183	1451	1125	392	297	740	263	155	680	210	474	1157	956	#N/A	#N/A	NAD-dependent epimerase/dehydratase											
WCP94_002197	359	532	77	807	747	122	128	356	87	82	325	91	442	828	812	#N/A	#N/A	hypothetical protein											
WCP94_002198	1980	2263	323	2792	2943	633	547	950	460	266	1316	462	1543	2984	2614	"Cofactors, Vitamins, Prosthetic Groups"	Coenzyme A -- gjo	Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36) / Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)											
WCP94_002199	2115	1499	238	1959	1489	530	417	789	324	216	1277	295	2133	4121	3677	#N/A	#N/A	putative lipoprotein											
WCP94_002200	236	317	89	554	607	47	38	224	67	36	94	31	92	188	149	#N/A	#N/A	branched-chain amino acid transport											
WCP94_002201	764	1101	313	2457	1838	208	188	992	188	146	369	115	1487	2771	2467	#N/A	#N/A	AzlC family protein											
WCP94_002202	250	309	54	363	408	52	76	174	47	29	156	32	330	610	562	DNA Processing	"DNA repair, bacterial"	DNA repair exonuclease family protein YhaO											
WCP94_002203	305	509	51	631	618	118	122	194	83	70	252	85	386	698	628	#N/A	#N/A	hypothetical protein											
WCP94_002204	330	524	76	645	545	70	54	209	92	58	177	54	120	216	147	Metabolite damage and its repair or mitigation	Nudix proteins (nucleoside triphosphate hydrolases)	5-methyl-dCTP pyrophosphohydrolase (EC 3.6.1.-)											
WCP94_002205	5831	3534	434	2209	2841	1247	858	1055	853	365	2581	683	1307	2852	2316	Nucleosides and Nucleotides	DeNovo Purine Biosynthesis	IMP cyclohydrolase (EC 3.5.4.10)											
WCP94_002206	5520	2469	287	1344	877	1177	513	633	548	289	1950	549	2323	4408	3672	#N/A	#N/A	hypothetical protein											
WCP94_002207	1136	916	96	1064	954	253	191	711	156	115	438	175	512	965	928	#N/A	#N/A	"RNA methyltransferase, TrmA family"											
WCP94_002208	136	80	23	114	70	19	38	169	16	12	54	24	52	99	81	#N/A	#N/A	Multimeric flavodoxin WrbA family protein											
WCP94_002209	39	31	4	39	19	6	4	38	17	3	10	2	14	27	23	#N/A	#N/A	#N/A											
WCP94_002210	183	174	42	354	341	40	40	393	42	16	101	40	138	206	191	#N/A	#N/A	L-lysine permease											
WCP94_002211	8093	4011	795	6244	5380	1624	1017	9094	1134	819	2670	816	2371	5111	3937	#N/A	#N/A	isopropylmalate/homocitrate/citramalate synthase- like protein											
WCP94_002212	326	125	23	200	167	62	58	237	29	20	151	36	3502	6951	6110	#N/A	#N/A	#N/A											
WCP94_002213	439	187	39	437	304	96	73	393	73	47	216	85	1951	2996	2561	#N/A	#N/A	"Transcriptional regulator, AcrR family"											
WCP94_002214	2522	1150	172	2370	1472	432	250	758	435	251	579	448	4593	8749	6965	#N/A	#N/A	"RND efflux system, membrane fusion protein"											
WCP94_002215	5523	2437	371	5473	2770	1149	628	1298	1080	502	1354	1193	3378	7349	5728	#N/A	#N/A	"RND efflux system, inner membrane transporter"											
WCP94_002216	3354	1694	181	3110	1765	772	426	733	510	255	699	504	1602	3240	2622	#N/A	#N/A	"Efflux transport system, outer membrane factor (OMF) lipoprotein"											
WCP94_002217	827	568	109	940	938	211	152	541	106	101	423	151	253	661	604	#N/A	#N/A	hypothetical protein											
WCP94_002218	505	317	54	503	445	131	93	392	94	53	246	101	79	263	208	#N/A	#N/A	"Transcriptional regulator, Xre-family with cupindomain"											
WCP94_002219	462	387	57	606	456	133	111	621	74	70	247	76	699	1458	1037	#N/A	#N/A	"Transporter, LysE family"											
WCP94_002220	593	701	99	1019	949	187	199	769	95	83	419	152	253	401	368	#N/A	#N/A	Paraquat-inducible protein B											
WCP94_002221	503	538	86	732	758	141	165	674	116	114	355	112	578	1191	914	#N/A	#N/A	"ABC transporter, ATP-binding protein (cluster 9,phospholipid)"											
WCP94_002222	1379	1267	211	1704	1535	458	383	1692	288	223	826	281	3548	7143	6361	#N/A	#N/A	"ABC-type transport system involved in resistanceto organic solvents, permease component"											
WCP94_002223	3152	2044	393	1966	2182	1108	673	1960	515	331	1882	638	19617	40436	35300	"Protein Fate (folding, modification, targeting, degradation)"	Protein chaperones	Heat shock protein GrpE											
WCP94_002224	2605	1526	181	2056	1903	822	701	2411	325	216	1534	436	1941	3377	2960	#N/A	#N/A	"Oligopeptide ABC transporter, ATP-binding protein OppD (TC 3.A.1.5.1)"											
WCP94_002225	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	#N/A	#N/A	#N/A											
WCP94_002226	13	14	1	35	9	3	3	6	3	0	4	1	1371	2759	2525	#N/A	#N/A	hypothetical protein											
WCP94_002227	129	105	18	195	156	13	17	46	21	10	32	6	8394	16817	13595	#N/A	#N/A	Ferrous iron transporter-associated protein FeoA											
WCP94_002228	1386	1241	196	2179	1632	228	201	647	174	81	439	144	19618	38426	31351	#N/A	#N/A	Ferrous iron transporter FeoB											
WCP94_002229	2909	1893	223	1262	1283	558	335	722	410	108	991	389	246	505	472	#N/A	#N/A	hypothetical protein											
WCP94_002230	1947	2710	630	2180	3249	893	1082	3736	694	567	2289	633	912	2209	1723	Respiration	Anaerobic glycerol-3-phosphate dehydrogenase subunits	Anaerobic glycerol-3-phosphate dehydrogenase subunit C (EC 1.1.5.3)											
WCP94_002231	2815	3084	672	1731	2283	1766	1518	3646	769	695	3605	921	1341	2596	2115	Respiration	Anaerobic glycerol-3-phosphate dehydrogenase subunits	Anaerobic glycerol-3-phosphate dehydrogenase subunit B (EC 1.1.5.3)											
WCP94_002232	10293	7313	1419	4602	7123	5120	4177	7507	1894	1467	9062	2652	57202	124171	100208	Respiration	Anaerobic glycerol-3-phosphate dehydrogenase subunits	Anaerobic glycerol-3-phosphate dehydrogenase subunit A (EC 1.1.5.3)											
WCP94_002233	3	0	0	3	0	9	0	2	0	0	0	0	1	2	1	#N/A	#N/A	#N/A											
WCP94_002234	96	46	3	59	30	18	31	90	13	6	47	34	57	106	90	#N/A	#N/A	#N/A											
WCP94_002235	852	866	66	1460	1128	275	342	331	37	109	242	159	528	936	798	#N/A	#N/A	#N/A											
WCP94_002236	1592	1718	100	3532	2557	551	614	402	69	239	484	335	1137	2504	1956	#N/A	#N/A	Molybdenum ABC transporter ATP-binding protein ModC											
